college,percentage,Location,Stream
Sndt Kanyashala And Jr College Narayan Peth Pune (English Medium) (Unaided),48,Pune,Science
Rba Junior College Of Arts Science And Commerce (English Medium) (Permanent Unaided),47.8,Pune,Science
Shri Shivaji Preparatory Military Day School And Junior College (English Medium) (Permanent Unaided),47.8,Pune,Science
Bhartiy Jain Sagh High Sch (English Medium) (Permanent Unaided),47.8,Pune,Science
Rahemani Urdu High School (English Medium) (Permanent Unaided),47.6,Pune,Science
Maharshi Vidya Mandir English Medium High School And Junior College Of Commerce And Science (English Medium) (Self Finance),47.6,Pune,Science
Dnyanganga Junior College Of Commerce And Science (English Medium) (Permanent Unaided),47.4,Pune,Science
Dr Dada Gujar Secondary And Higher Secondary School (English Medium) (Unaided),47.2,Pune,Science
Sinhgad College Of Arts Science And Commerce Jr College Ambegaon Bk (English Medium) (Permanent Unaided),47,Pune,Science
Sant Tukaram English Sch (English Medium) (Permanent Unaided),47,Pune,Science
Shri Haribhau Balwantrao Girme Madhyamik And Uchha Madhyamik Vidyalaya (English Medium) (Self Finance),47,Pune,Science
The New Millennium Eng Medium School And Jr College (English Medium) (Permanent Unaided),46.8,Pune,Science
Vidya Valley North Point Junior College (English Medium) (Permanent Unaided),46.8,Pune,Science
"Modern Junior College Of Science & Commerce,Warje,Pune (English Medium) (Self Finance)",46.8,Pune,Science
S V Union High School (English Medium) (Permanent Unaided),46.4,Pune,Science
Chate Public School And Jr College Dhankawadi Pune (English Medium) (Self Finance),46.4,Pune,Science
S.P.International Jr. College (English Medium) (Unaided),46.4,Pune,Science
"Limra New Eng School & Jr College, Hadapsar, Pune 28 (English Medium) (Unaided)",46.4,Pune,Science
Mce Society'S English Medium High School And Junior College (English Medium) (Self Finance),46.2,Pune,Science
Mamasaheb Mohol Jr. College (English Medium) (Aided),46,Pune,Science
"Shantabai Shivram Pawar Junior College, Ambegaon Budruk , Haveli, Pune (English Medium) (Self Finance)",46,Pune,Science
Abasaheb Atre English Medium Junior College Pune (English Medium) (Unaided),46,Pune,Science
Hillgreen High School And Junior College (English Medium) (Permanent Unaided),45.6,Pune,Science
"Vardhaman Eng Med School & Jr College, Hadapsar, Pune (English Medium) (Self Finance)",45.6,Pune,Science
Dnyanprobodhini Madhymik And Kanishtha Mahavidyalaya (English Medium) (Unaided),45.4,Pune,Science
Priyadarshani Junior College Of Arts Commerce And Science (English Medium) (Permanent Unaided),45.2,Pune,Science
Rims International School And Junior College Undri (English Medium) (Self Finance),45.2,Pune,Science
Smt S S Ajmera Jr College (English Medium) (Permanent Unaided),44.8,Pune,Science
Arihant Arts Commerce And Science Junior College (English Medium) (Self Finance),44.8,Pune,Science
Sarhad Public School (English Medium) (Self Finance),44.8,Pune,Science
Yashwantrao Mohite College (English Medium) (Aided),44.6,Pune,Science
Abhinav Education Society English Medium School And Jr College Ambegaon Bk Pune (English Medium) (Self Finance),44.6,Pune,Science
Shri Gopal High School & Adv Ram Sharma Science And Commerce Jr College Sadashiv Peth Pune (English Medium) (Self Finance),44.6,Pune,Science
Sou Anusaya Wadhokar Higher Secondary School Rupeenagar (English Medium) (Unaided),44.4,Pune,Science
Sant Dnyaneshwar Eng Medium School And Jr College (English Medium) (Permanent Unaided),44.2,Pune,Science
Nirmal Bethany Jr College. Kalewadi (English Medium) (Permanent Unaided),44.2,Pune,Science
"Pragnya Junior College, Handewadi, Pune (English Medium) (Self Finance)",44.2,Pune,Science
S.N.B.P. Jr. College Morwadi Pimpri (English Medium) (Permanent Unaided),43.8,Pune,Science
Yashwantrao Mohite College (English Medium) (Unaided),43.8,Pune,Science
Alegaonkar H S And Smt C K Goyal Junior College Khadki (English Medium) (Aided),43.6,Pune,Science
Sinhgad College Of Arts Science And Commerce Junior College Narhe (English Medium) (Permanent Unaided),43.6,Pune,Science
Sasane Education Societys Arts Commerce And Science Junior College (English Medium) (Permanent Unaided),43.6,Pune,Science
Maharashtra Vidhyalaya (English Medium) (Permanent Unaided),43.4,Pune,Science
"Shrimati Kalawati Badhe Junior College, Kondhwa, Pun (English Medium) (Self Finance)",43.4,Pune,Science
Shree Hanumantrao B Bhosle Junior College Neharungar Pimpri (English Medium) (Self Finance),43.4,Pune,Science
"Dr. D. Y. Patil Arts, Commerce & Science Junior College, Pune (English Medium) (Permanent Unaided)",43.4,Pune,Science
Mahatma Phule Mahavidyalaya Pimpri (English Medium) (Permanent Unaided),43,Pune,Science
Swami Samartha Eng Med Sch (English Medium) (Permanent Unaided),43,Pune,Science
Raja Dhanraj Girji Junior College (English Medium) (Aided),42.8,Pune,Science
Balaji Junior College Of Arts Commerce And Science (English Medium) (Permanent Unaided),42.8,Pune,Science
Saraswati Sec.&High Sec.Sch. Akurdi (English Medium) (Permanent Unaided),42.8,Pune,Science
Roseland Junior College (English Medium) (Permanent Unaided),42.6,Pune,Science
"Khadki Education Society English Medium Arts, Science And Commerce Jr. College (English Medium) (Self Finance)",42.6,Pune,Science
"C M International School , Pune (English Medium) (Self Finance)",42.6,Pune,Science
Pune Cambridge Public School (Marathi Medium) (Self Finance),42.4,Pune,Science
Shrichakradhar Swami Madhyamik Vidyalaya (English Medium) (Permanent Unaided),42.2,Pune,Science
Cygnet Public School And Junior College (English Medium) (Permanent Unaided),42.2,Pune,Science
"Sinhgad College Of Arts, Sci & Com (English Medium) (Permanent Unaided)",42.2,Pune,Science
Camp Education Society'S Highschool & Jr College (English Medium) (Aided),42,Pune,Science
Dr. Babasaheb Ambedkar Jr. College (English Medium) (Permanent Unaided),42,Pune,Science
Vishwakarma Jr. College Eng Medium Morning Section Time At Seven Am (English Medium) (Permanent Unaided),42,Pune,Science
Pune Global School And Junior College (English Medium) (Permanent Unaided),41.8,Pune,Science
"Kilbil Pri,Sec &Hig Sec School Pimple Gurav (English Medium) (Self Finance)",41.8,Pune,Science
Netaji Subhashchandra Bose Madhyamik Vidyalaya (English Medium) (Aided),41.6,Pune,Science
Creative Public School And Junior College (English Medium) (Self Finance),41.6,Pune,Science
"Snbp Jr College, Chikhali, Pune (English Medium) (Self Finance)",41.6,Pune,Science
Annasaheb Magar Jr. College (English Medium) (Unaided),41.6,Pune,Science
A S D B Dadawala Jr College (English Medium) (Aided),41.4,Pune,Science
"Asm'S Commerce, Science & It Jr College, Purnanagar, Chinchvad, Pune (English Medium) (Self Finance)",41.2,Pune,Science
Prabhat High Sch Rahatani (English Medium) (Permanent Unaided),41,Pune,Science
Mes Higher Secondary School Bsm Campus Mayur Colony Kothrud (English Medium) (Self Finance),41,Pune,Science
Arihant Arts Commerce And Science Junior College Bavdhan (English Medium) (Self Finance),41,Pune,Science
Anglo Urdu Boys' High School & Jr.College (English Medium) (Unaided),41,Pune,Science
Hhcp High School And Junior College For Girls Huzurpaga Laxmi Road Pune (English Medium) (Permanent Unaided),40.8,Pune,Science
"Pune International School And Jr College, Vidyanagar, Pune (English Medium) (Self Finance)",40.8,Pune,Science
Narayanrao Genba Moze Jr.College (English Medium) (Self Finance),40.8,Pune,Science
Shri Sant Tukaram Sec. & Higher Secondary School Lohagaon (English Medium) (Aided),40.6,Pune,Science
Trinity Junior College (English Medium) (Self Finance),40.6,Pune,Science
Late Bandoji Khandoji Chavan Secondary And Higher Secondary School Dhayari (English Medium) (Self Finance),40.6,Pune,Science
"Raghavdas Vidyalay, Waraje, Pune (English Medium) (Self Finance)",40.6,Pune,Science
Vidya Valley North Point Junior College (English Medium) (Self Finance),40.4,Pune,Science
Ideal Junior College (English Medium) (Unaided),40.4,Pune,Science
Asian Jr.College Of Science Commerce And Arts (English Medium) (Permanent Unaided),40,Pune,Science
Vishwakarma Arts Commerce And Science Junior College (English Medium) (Self Finance),40,Pune,Science
Sonai English Medium High School And Junior College (English Medium) (Unaided),40,Pune,Science
Vishwakarma Jr. College Of Science And Commerce (English Medium) (Unaided),40,Pune,Science
Genba Sopanrao Moze Sec And Higher Sec Prashala (English Medium) (Aided),39.8,Pune,Science
Dr Dada Gujar Secondary And Higher Secondary School (English Medium) (Permanent Unaided),39.8,Pune,Science
New Eng School Ramanbaug Junior College (English Medium) (Permanent Unaided),39.8,Pune,Science
Rosary Jr. College (English Medium) (Permanent Unaided),39.8,Pune,Science
Mit Jr. College (English Medium) (Permanent Unaided),39.4,Pune,Science
Shahu Mandir Junior Mahavidyalay (English Medium) (Unaided),39.4,Pune,Science
Abhinav Education Society English Medium School And Jr College Ambegaon Bk Pune (English Medium) (Permanent Unaided),39.2,Pune,Science
Pushpadevi Dugad Jr. College (English Medium) (Permanent Unaided),39.2,Pune,Science
"M.T.Balwadkar Vidylaya And Junior College,Balewadi (English Medium) (Unaided)",39.2,Pune,Science
Angel Mickey Minie School & Junior College (English Medium) (Self Finance),39,Pune,Science
Swami Vivekanand Vidyamandhir D T Patil Jr College Dapodi (English Medium) (Aided),38.8,Pune,Science
"Priyadarshani Junior College, Indrayani Nagar, Bhosari, Pune (English Medium) (Self Finance)",38.8,Pune,Science
Shivaji Maratha Highschool (English Medium) (Unaided),38.8,Pune,Science
New English School Chinchwad (English Medium) (Unaided),38.8,Pune,Science
Jain Girls High Mad(Tarabai Mutha) (English Medium) (Unaided),38.8,Pune,Science
Jog Eng.Med. Sec. School & Jr. College (English Medium) (Permanent Unaided),38.6,Pune,Science
Suryadatta Junior College Bavdhan (English Medium) (Self Finance),38.6,Pune,Science
Shikshan Maharshi Dr D Y Patil Arts Com And Science Jr College Shahunagar Chinchwad Pune (English Medium) (Self Finance),38.6,Pune,Science
Rajmata Jijau Mahavidyalaya Landewadi (English Medium) (Unaided),38.6,Pune,Science
Navmaharashtra Vidyalaya Boys (English Medium) (Aided),38.4,Pune,Science
Pratibha Jr. College Chinchwad (English Medium) (Self Finance),38.4,Pune,Science
"Jaikranti School And Jr. College, Katraj, Ambegaon Road, Pune (English Medium) (Self Finance)",38.2,Pune,Science
Shri Mhalsakant Sec And High Sec School Akurdi Pune (English Medium) (Aided),38,Pune,Science
"Vidya Vardhini Eng School And Jr College, Shivajinagar, Pune (English Medium) (Permanent Unaided)",38,Pune,Science
Genba Sopanrao Moze English Medium School And Jr.College (English Medium) (Permanent Unaided),38,Pune,Science
"Baburaoji Gholap Jr College, Sangavi, Pune (English Medium) (Unaided)",38,Pune,Science
Hutatma Rajguru Highsch Boys (English Medium) (Aided),37.8,Pune,Science
Genba Sopanrao Moze Sec And Higher Sec Prashala (English Medium) (Unaided),37.6,Pune,Science
Jadhavar English Medium School&Jr College (English Medium) (Self Finance),37.4,Pune,Science
Shri Pandharinath Alias Annasaheb Tukaram Pathare Arts Commerce And Science Junior College (English Medium) (Unaided),37.4,Pune,Science
Pune Cambridge Public School And Junior College (English Medium) (Self Finance),37,Pune,Science
Pune Cambridge Public School (English Medium) (Self Finance),37,Pune,Science
Moledina High Shool And Junior College Pune (English Medium) (Aided),36.2,Pune,Science
Unique English Medium School And Junior College (English Medium) (Permanent Unaided),36.2,Pune,Science
"M.H. Marathi Highschool Shivaji Path, Thane (W) (English Medium) (Aided)",93.2,Mumbai,Science
"V. G. Vaze College Of Arts Sci And Commerce, Mithagar Road, Mulund (East). (English Medium) (Aided)",88.8,Mumbai,Science
B N Bandodkar College Of Science Thane West (English Medium) (Aided),87.6,Mumbai,Science
"Ramnivas Ruia Junior College, Matunga, Mumbai. (English Medium) (Aided)",87.6,Mumbai,Science
"S. E. S. High School & Jr Collegepanchpakhadi, Thane (West). (English Medium) (Aided)",87.4,Mumbai,Science
"Narayana Junior College,Thane West (English Medium) (Self Finance)",87.4,Mumbai,Science
"Saransh Foundations Lakshya Prep High School & Junior College, Borivali (English Medium) (Self Finance)",87.4,Mumbai,Science
"Father Agnel Multipurpose School And Jr College, Vashi, Navi Mumbai. (English Medium) (Permanent Unaided)",85.8,Mumbai,Science
"D. G. Ruparel College Of Arts,Sci & Comm., Mahim, Mumbai. (English Medium) (Aided)",85.6,Mumbai,Science
"K.E.S. V.K. High School & Jr. College, Panvel (English Medium) (Aided)",85.4,Mumbai,Science
"B K Birla College Of Arts, Science & Commerce, Kalyan (W). (English Medium) (Aided)",85.2,Mumbai,Science
Bharati Vidyapeeth Prashala Jr College Cbd (English Medium) (Aided),85,Mumbai,Science
R.V.Nerurkar High School And Jr College Dombivli East (English Medium) (Aided),84.8,Mumbai,Science
"Changu Kana Thakur Secondary & Higher Secondary Vidyalaya, New Panvel. (English Medium) (Aided)",84.6,Mumbai,Science
"R. F. Naik Vidyalya Secondary & Higher Secondary School, Sector 8, Koparkhairne, Navi Mumbai. (English Medium) (Aided)",84.2,Mumbai,Science
S. S. & L. S. Patkar College Goregaon West (English Medium) (Aided),82.4,Mumbai,Science
"Smt.Chm College, Ulhasnagar 3. (English Medium) (Aided)",82,Mumbai,Science
"B K Birla College Of Arts, Science & Commerce, Kalyan (W). (English Medium) (Unaided)",82,Mumbai,Science
"St.Xavier'S College, Fort, Mumbai. (English Medium) (Aided)",81.8,Mumbai,Science
S.E.S Secondary & Higher Secondary School Kalamboli (English Medium) (Aided),81.8,Mumbai,Science
"Shree Krishna Foundations Lakshya Prep High School & Junior College, Kalyan (English Medium) (Self Finance)",81.4,Mumbai,Science
Shree Mumbadevi Jr College Of Commerce And The New Sarvajanik Edu Soc Jr College Of Science (English Medium) (Self Finance),81.2,Mumbai,Science
"St. Xavier English High School & Jr. College, Kalyan. (English Medium) (Self Finance)",80.4,Mumbai,Science
"Ramniranjan Jhunjhunwala College, Ghatkopar (W). (English Medium) (Aided)",79.8,Mumbai,Science
"Sardar Vallabhbhai Patel Junior College Of Science And Commerce, Dahisar (East). (English Medium) (Permanent Unaided)",79.8,Mumbai,Science
"Rao Junior College Of Science, Borivali. (English Medium) (Self Finance)",79.2,Mumbai,Science
"S. V. P. V. Vidyalaya & T. P. Bhatia Jr. College, Kandivali (W). (English Medium) (Aided)",78.8,Mumbai,Science
"New English Highschool Marathi, Ghantali Colony, Naupada, Thane (W). (English Medium) (Aided)",78.4,Mumbai,Science
"K. V. Pendharkar Junior College, Dombivali(East). (English Medium) (Aided)",78.2,Mumbai,Science
"St. Xavier'S High School & Jr. College, Nerul (English Medium) (Permanent Unaided)",78.2,Mumbai,Science
"St. Francis D'Assisi High School & Jr College, Borivli (West). (English Medium) (Aided)",77.8,Mumbai,Science
"Ramniranjan Jhunjhunwala College, Ghatkopar (W). (English Medium) (Permanent Unaided)",77.8,Mumbai,Science
"Sardar Vallabhbhai Patel Jr. College Of Sci., I. C. Colony, New Link Road, Borivali (W). (English Medium) (Permanent Unaided)",77.6,Mumbai,Science
"Jai Bhavani Vidyalaya & Junior College, M. G. Road, Kandivali (W). (English Medium) (Self Finance)",77.6,Mumbai,Science
Shailendra Edu. Soc'S Secondary School & Jr. College (English Medium) (Aided),77.2,Mumbai,Science
"M.H. Marathi Highschool Shivaji Path, Thane (W) (English Medium) (Unaided)",77.2,Mumbai,Science
"S. H. Jondhale Vidyamandirjr College, Dombivli (W). (English Medium) (Aided)",76.8,Mumbai,Science
"B K Birla College Of Arts, Science & Commerce, Kalyan (W). (English Medium) (Self Finance)",76.8,Mumbai,Science
"Sardar Vallabhbhai Patel Jr. College Of Sci., I. C. Colony, New Link Road, Borivali (W). (English Medium) (Self Finance)",76.8,Mumbai,Science
"Sardar Vallabhbhai Patel Junior College Of Science And Commerce, Dahisar (East). (English Medium) (Self Finance)",76.6,Mumbai,Science
"Mahatma Education Societys High School & Jr. College, Khanda Colony, New Panvel (English Medium) (Aided)",76.2,Mumbai,Science
"K.E.S. V.K. High School & Jr. College, Panvel (English Medium) (Unaided)",75.6,Mumbai,Science
"Royal College Of Arts, Science & Commerce, Penkar Pada, Mira Road (E) (English Medium) (Aided)",75.4,Mumbai,Science
"St. Mary'S Junior College, Vashi , Navi Mumbai. (English Medium) (Permanent Unaided)",75.4,Mumbai,Science
Abdullah Patel High School & Junior College (English Medium) (Aided),75.2,Mumbai,Science
Model College Of Sci & Com. Kalyan East (English Medium) (Permanent Unaided),74.6,Mumbai,Science
"Aryan Foundations Lakshya Prep High School & Junior College, Thane (English Medium) (Self Finance)",74.6,Mumbai,Science
K. J. Somaiya College Of Science & Comm. Vidyavihar (English Medium) (Aided),74.2,Mumbai,Science
St Andrew'S College Of Arts Sci & Com (English Medium) (Aided),72.8,Mumbai,Science
Narayana Junior College Kalyan West (English Medium) (Self Finance),72.8,Mumbai,Science
"Pragati College ( Arts And Commerce ), Datta Nagar, Dombivali (East). (English Medium) (Unaided)",72.8,Mumbai,Science
"Vani Vidyalaya & Jr. College, Mulund (W) (English Medium) (Aided)",72.6,Mumbai,Science
"Mohindar Singh Kabal Singh Eng High School & Junior College Agra Road, Kalyan (West) (English Medium) (Permanent Unaided)",72.6,Mumbai,Science
"Bhavan'S College Of Arts, Com & Sci. Andheri West (English Medium) (Aided)",72,Mumbai,Science
S.E.S. Banthiya Mady. N N Paliwala Jr College New Panvel (English Medium) (Aided),71.6,Mumbai,Science
"Shakila Bano Shoeb Girls High School & Jr. College, Kausa Mumbra. (English Medium) (Self Finance)",71.6,Mumbai,Science
"Alpha Junior College Of Science And Commerce, Vileparle (East) (English Medium) (Permanent Unaided)",70.8,Mumbai,Science
"Rao Junior College Of Science, Thane. (English Medium) (Self Finance)",70.8,Mumbai,Science
"Ramniranjan Jhunjhunwala College, Ghatkopar (W). (English Medium) (Self Finance)",70.6,Mumbai,Science
"Sathaye College Of Arts, Com & Sci (English Medium) (Aided)",70.4,Mumbai,Science
"Abdullah Patel English High School And Jr College, Mumbra. (English Medium) (Permanent Unaided)",70.2,Mumbai,Science
"Mahatma Education Societys High School & Jr. College, Khanda Colony, New Panvel (English Medium) (Permanent Unaided)",70.2,Mumbai,Science
"Sies College Of Arts, Science & Comm., Sion (West), Mumbai. (English Medium) (Aided)",70,Mumbai,Science
"Bhavan'S College Of Arts, Com & Sci. Andheri West (English Medium) (Permanent Unaided)",69.4,Mumbai,Science
"Mohindar Singh Kabal Singh Eng High School & Junior College Agra Road, Kalyan (West) (English Medium) (Self Finance)",68.2,Mumbai,Science
Jiten Mody Junior College Kandivali West Mumbai (English Medium) (Self Finance),68.2,Mumbai,Science
"Mithibai College,Vile Parle (West), Mumbai. (English Medium) (Aided)",67.8,Mumbai,Science
Pace Junior Science College Andheri (English Medium) (Permanent Unaided),67.8,Mumbai,Science
"N. G. Acharya & D. K. Marathe College Of Arts, Science & Commerc Chembur Mumbai 71 (English Medium) (Aided)",67.2,Mumbai,Science
"Smt.Chm College, Ulhasnagar 3. (English Medium) (Unaided)",67.2,Mumbai,Science
K.L.E Society'S Science And Commerce College (English Medium) (Self Finance),66,Mumbai,Science
South Indian Secondary And Higher Sec. School Shastri Nagar Dombivli West (English Medium) (Aided),65.8,Mumbai,Science
"Satish Pradhan Dnyanasadhana College Thane Arts Science And Commerce, Thane (W). (English Medium) (Aided)",65.8,Mumbai,Science
G.E.I.S.S.V.Joshi High School & Junior College (English Medium) (Permanent Unaided),65.8,Mumbai,Science
"Sou. Nalini Yashwantrao Dode Jr. College, Mulund (E) (English Medium) (Self Finance)",65.8,Mumbai,Science
"R. K. Talreja College Of Arts Science And Commerce, Ulhasnagar 421003. (English Medium) (Aided)",65.2,Mumbai,Science
"Swami Vivekanand High School & Jr College, Chembur (English Medium) (Aided)",65.2,Mumbai,Science
"Karmaveer Bhaurao Patil Jr. College, Vashi (English Medium) (Aided)",65,Mumbai,Science
"St. Thosmas Highschool & Junior College, Mira Road, Thane. (English Medium) (Self Finance)",64.6,Mumbai,Science
"St. John Baptist Jr. College, Thane (W). (English Medium) (Aided)",64.4,Mumbai,Science
"V P M Kannada High School & Jr. College, Mulund (E) (English Medium) (Aided)",63.8,Mumbai,Science
"Anjuman Islam Dr. M. I. J. High School & Jr College Of Sci & Com, Bandra (West) (English Medium) (Aided)",63.8,Mumbai,Science
Model College Dombivli East (English Medium) (Unaided),63.6,Mumbai,Science
Sheth T. J. (Guj) Highschool And Sheth Nktt Jr College Of Com And Sheth Jtt Jr College Of Arts Sci (English Medium) (Aided),63.2,Mumbai,Science
"S. K. Somaiya Vinay Mandir High School And Jr College, Vidhavihar. (English Medium) (Aided)",63.2,Mumbai,Science
Valia Junior College Of Arts Science And Commerce (English Medium) (Aided),63,Mumbai,Science
"The Andhra Education Society High School & Jr. College, Wadala (West). (English Medium) (Aided)",62.8,Mumbai,Science
"Khar Education Society S Junior College Of Science, S. V. Road, Khar (West) (English Medium) (Permanent Unaided)",62.8,Mumbai,Science
"Don Bosco High School & Jr. College, Vazira Naka, Borivli (W) (English Medium) (Permanent Unaided)",62.8,Mumbai,Science
"Fr. Agnel Multipurpose School And Jr. College, Ambarnath (W). (English Medium) (Permanent Unaided)",62.4,Mumbai,Science
"Afac English School And Junior College, Chembur, Mumbai. (English Medium) (Aided)",62,Mumbai,Science
"Ch. Rajashree Shahu Maharaj Secondary School, Badlapur (W). (English Medium) (Permanent Unaided)",62,Mumbai,Science
Ramanand Arya Dav College (English Medium) (Aided),61.4,Mumbai,Science
"Mesco Education Societys Crescent English High School And Jr College, Kausa, Mumbra (English Medium) (Self Finance)",60.8,Mumbai,Science
"St. Paul English School & Jr. College, Behind Vtc Ground, Ulhasnagar. (English Medium) (Permanent Unaided)",60.6,Mumbai,Science
"J. K. Patil English Medium School & Junior College, Bhopar, Kalyan. (English Medium) (Self Finance)",60.6,Mumbai,Science
"N.K.T. English Secondary School And Jr. College,Thane (West). (English Medium) (Permanent Unaided)",60.4,Mumbai,Science
"B. S. M. Dnyanananda School & Junior College, Veer Savarkar Path, Thane. W (English Medium) (Self Finance)",60.4,Mumbai,Science
Guru Nanak Higher Secondary School & Jr. College Guru Tegh Bahadur Nagar Mumbai (English Medium) (Aided),60.2,Mumbai,Science
"Allen Science Junior College, Thane (W). (English Medium) (Self Finance)",60.2,Mumbai,Science
Pioneer College Of Arts And Commerce Kandivali E (English Medium) (Self Finance),60,Mumbai,Science
"Mahatma Gandhi Secondary School And Jr College, Ambarnath (W). (English Medium) (Aided)",59.2,Mumbai,Science
"Yojana Vidyalaya Jr. College, Near Tata Power House, Borivali (E) (English Medium) (Aided)",59.2,Mumbai,Science
"Christ Academy School And Jr College, Koparkhairane, Navi Mumbai. (English Medium) (Self Finance)",58.8,Mumbai,Science
M. H. Saboo Siddik Technical High School & Jr. College (English Medium) (Aided),58.4,Mumbai,Science
Pace Jr Science College Borivali (English Medium) (Permanent Unaided),58.4,Mumbai,Science
"Swami Vivekanand Vidyalaya & Kanistha Mahavidyalaya, Kurla (E) (English Medium) (Aided)",58.2,Mumbai,Science
"Chandrabai Laxman Chougule Vidyalaya & Junior College, Chinchpada, Airoli. (English Medium) (Self Finance)",58.2,Mumbai,Science
"Kai Gajanan Hiru Patil English School & Jr. College, Atali, Ambivali (W). (English Medium) (Self Finance)",57.8,Mumbai,Science
Holy Angels School And Junior College Dombivli (English Medium) (Permanent Unaided),57.6,Mumbai,Science
"Rosary Convent High School &Jr. College, Mumbai Pune Road, Mumbra (English Medium) (Unaided)",57.4,Mumbai,Science
"Rustomjee International School & Jr. College, Dahisar (West) (English Medium) (Permanent Unaided)",56.8,Mumbai,Science
Pace Jr Science College Borivali (English Medium) (Self Finance),56.8,Mumbai,Science
"S.B.J. English Secondary School & Jr. College, Thane (W). (English Medium) (Permanent Unaided)",56.4,Mumbai,Science
Sushma Patil Secondary And Junior College Kamothe (English Medium) (Permanent Unaided),56.4,Mumbai,Science
"Poddar Brio International School & Junior College, Badlapur (E). (English Medium) (Self Finance)",56.4,Mumbai,Science
"Pioneer Jr. College Of Science, Dadar, Mumbai. (English Medium) (Self Finance)",56.2,Mumbai,Science
"New Saraswati English School And Shubhamraje Jr College, Thane (W). (English Medium) (Self Finance)",56,Mumbai,Science
"Icles'S Motilal Jhunjhunwala College, Vashi (English Medium) (Aided)",55.8,Mumbai,Science
"Friends Co.Op. Edu. Soc. Ltd. Sec. School & Jr. College, Mulund (W) (English Medium) (Permanent Unaided)",55.8,Mumbai,Science
"Smt J B Khot High School And Jr College Of Commerce And Science, Borivali (West) (English Medium) (Permanent Unaided)",55.6,Mumbai,Science
"Alpha Junior College Of Science And Commerce, Vileparle (East) (English Medium) (Self Finance)",55.2,Mumbai,Science
"New Royal English Jr. College, Uttan. (English Medium) (Self Finance)",55.2,Mumbai,Science
"Karthika High School & Jr. College, Kurla (W), Mumbai. (English Medium) (Unaided)",55.2,Mumbai,Science
G.M.S. Sadhubela Girls Eng School Ulhasnagar 421001 (English Medium) (Permanent Unaided),54.4,Mumbai,Science
"Iqra English Highschool & Jr. College Ambernath (W), Mumbai. (English Medium) (Self Finance)",54.4,Mumbai,Science
"Banegar English High School & Hafiza Jr College Of Arts Sci & Com, Mira Road (East). (English Medium) (Permanent Unaided)",54.2,Mumbai,Science
Pace Junior Science College Thane (English Medium) (Self Finance),54,Mumbai,Science
"Sailee Jr College Of Commerce And Mj Jr College Of Science, Gorai Road, Borivali (West), Mumbai. (English Medium) (Self Finance)",54,Mumbai,Science
"Brahman Shiksha Mandal'S Jr College Sci. & Com., Naupada, Thane. (English Medium) (Permanent Unaided)",53.8,Mumbai,Science
"N E S High School & Jr. College, Bhandup (W) (English Medium) (Unaided)",53.8,Mumbai,Science
"St. Arnold'S School & Jr. College, Andheri (East). (English Medium) (Permanent Unaided)",53.6,Mumbai,Science
"J. J. Academy High School & Jr. College, Mulund (W) (English Medium) (Permanent Unaided)",53.4,Mumbai,Science
"Sharada English High School & Jr. College, Kalyan (E). (English Medium) (Self Finance)",53.4,Mumbai,Science
"Zeal Sanjeevan Jr. Science College, Nerul, Navi Mumbai. (English Medium) (Self Finance)",53.4,Mumbai,Science
Noor Ul Islam Urdu High School & Jr. College Govandi (Urdu Medium) (Aided),53.2,Mumbai,Science
"Prakash Degree College Of Commerce And Science, Kandivali (West) (English Medium) (Permanent Unaided)",53.2,Mumbai,Science
Reena Mehta Jr. College (English Medium) (Permanent Unaided),53,Mumbai,Science
"Raigad Military School & Jr. College, Oshiwara, Jogeshwari (W). (English Medium) (Self Finance)",53,Mumbai,Science
"Matruchhaya Junior College, Dahisar (East) (English Medium) (Unaided)",53,Mumbai,Science
"Trimurti English Secondary And Higher Secondary School, Thane. (English Medium) (Permanent Unaided)",52.8,Mumbai,Science
"N E S Ratnam Jr College Of Science , Bhandup (W) Mumbai (English Medium) (Unaided)",52.8,Mumbai,Science
"Harmony Public Secondary Highschool & Jr. College, Kharghar (English Medium) (Permanent Unaided)",52.6,Mumbai,Science
"Smt Ramkalidevi Sanman Singh Vidya Mandir & Jr College Of Commerce Bhandup (W), Mumbai 78 (English Medium) (Self Finance)",52.4,Mumbai,Science
"St. Mary'S High School & Junior College, Santacruz (East), Mumbai. (English Medium) (Aided)",52,Mumbai,Science
"Shri Sushil Kumar Thirani Junior College Of Commerce And Science, Thane (West). (English Medium) (Permanent Unaided)",52,Mumbai,Science
"Amcha Ghar High School & Junior College, Uttan (English Medium) (Self Finance)",52,Mumbai,Science
"All Saints International Junior College, Of Arts Commerce And Science ,Kisan Nagar 3,Thane (W) (English Medium) (Self Finance)",52,Mumbai,Science
Holy Family Day School & Jr College Mira Road East (English Medium) (Self Finance),51.8,Mumbai,Science
The Bms'S V. K. Krishna Menon Junior College Borivali West (English Medium) (Self Finance),51.8,Mumbai,Science
Tilaknagar Vidyamandir Jr College Dombivli (English Medium) (Aided),51.6,Mumbai,Science
"St. Joseph S High School & Jr. College, Kalamboli (English Medium) (Permanent Unaided)",51.6,Mumbai,Science
"St. Joseph Aglo Marathi High School & Jr. College, Uttan (English Medium) (Unaided)",51.4,Mumbai,Science
"Queen Mary S English High School & Junior College, Golden Nest, Mira Road (E). (English Medium) (Permanent Unaided)",51.2,Mumbai,Science
Pet Oxford Jr College Of Sciand Comulhasnagar (English Medium) (Permanent Unaided),51.2,Mumbai,Science
